Ref.,Paradosis,Conjecture,Author,Year,Attested Place,Rem.
Ar. Av. 575,Ἶριν,Ἔρην,Bentley,s.xviii in.,Ambros. L 39 sup. (M),
Ar. Av. 576,-ψει,πέμπει,Thomas Tyrwhitt,1822,anon. Parisinus,
Ar. Av. 689,τοῖσιν,alterum τοῖς,Charles Daubuz,1710,Paris. gr. 2715 (B),
Ar. Av. 765 schol.,-φω,ἀναγράφει,Bentley,s.xviii in.,cod. Ambr. M,
Ar. Av. 880 schol.,ὑμ-,ἡμῖν,Meineke,1839–57,cod. Ambr. M,
Ar. Av. 1069,om.,πάνθ',Ludolph Dissen,n.d.,P.Louvre ed. Weil = Austin 42,
Ar. Av. 1078,ἀγάγῃ,ἀπαγάγῃ,Bergk,1852–7,P.Louvre ed. Weil = Austin 42,
Ar. Av. 1080,πᾶσι,om.,Triclinius,s.xiv in.,P.Louvre ed. Weil = Austin 42,
Ar. Av. 1115,μήνην,μῆν',P. P. Dobree,s.xviii in.,Marc. gr. 475 (G),
Ar. Av. 1308,οὐκ ἄρα,οὐκ ἆρα,Ludolf Küster,1710,Paris. gr. 2715 (B),
Ar. Av. 1314,καλεῖ,καλοῖ,Valckenaer,1757,Γ s.l. et Bp,
Ar. Av. 1322,εὐήμερον,εὐά-,Brunck,1783,Paris. gr. 2715 (B),
Ar. Av. 1669,ἐς,εἰς,Jan van Leeuwen,1902,P.Oxy. LXVI 4516,
Ar. Av. 1669,-τορες,φράτερας,Dindorf,1822,P.Oxy. LXVI 4516,
Ar. Av. 1671,αἰκίαν,αἴκειαν,Lenting,1839,P.Oxy. LXVI 4516,
Ar. Av. 1672,καταστήσω,καταστήσας,R. B. Hirschig,1849,P.Oxy. LXVI 4516,
Ar. Av. 1691,σὺ τὰ,σὺ,Frederick H. M. Blaydes,1882,Estensis α.U.5.10 (E),
Ar. Av. 1693,διδότω,δότω,Valckenaer,1757,ΓUL,
Ar. Eccl. 51,Φιλοδωρίτου,Φιλοδωρήτου,Valckenaer,1757,Paris. gr. 2712 (A),
Ar. Eccl. 275,τ' άπερ/τάπερ,γ᾽ ἅπερ,Jonathan Toup,s.xviii med.,Paris. gr. 2712 (A),
Ar. Eccl. 281,Πνύκ᾽/Πνύχ᾽,Πύκν᾽,Musurus,n.d.,Perus. H 56 (Λ),
Ar. Eccl. 346,ἵεμαι,ἱέμην,Brunck,n.d.,Paris. gr. 2715 (B),
Ar. Eccl. 404,χρὴ,χρῆν,Musurus,n.d.,Perus. H 56 (Λ),
Ar. Eccl. 456,ταύταις,αὐταῖς,Bergk,n.d.,Paris. gr. 2715 (B),
Ar. Eccl. 652,-ῶς,λιπαρῷ,Bentley,s.xviii in.,P.Mich. inv. 6649,
Ar. Eccl. 707,λαβούσας,λαβόντας,Valckenaer,1757,Rav. 429 (R) et Perus. H 56 (Λ),tacite
Ar. Eccl. 710,νῦν,νυν,F. H. Bothe,n.d.,Paris. gr. 2715 (B),
Ar. Eccl. 1124,ἔχει/ἔχοι,ἔχῃ,Valckenaer,1757,Perus. H 56 (Λ),tacite
Ar. Eq. 84b schol.,πλεῖον/πλείω,πλείους,Dindorf,1837,Estensis α.U.5.10 (E),
Ar. Eq. 143,ἐξολῶν,ἐξελῶν,Valckenaer,1757,Rav. 429 (R) et sch.,V. cites the scholia
Ar. Eq. 424,-υον vel sim.,ἀπώμνυν,Bentley,s.xviii in.,G et Par 6,
Ar. Eq. 545,-ῶς,σωφρονικὸς,Brunck,1783,Paris. gr. 2715 (B),
Ar. Eq. 726,om.,alterum ὦ,Elmsley,1809,P.Oxy. LXXIX 5196,
Ar. Eq. 802,-ξῃς/-σῃς vel sim.,ἁρπάζῃς,Bentley,s.xviii in.,Paris. gr. 2715 (B),
Ar. Eq. 873,-ον,ὅσων,Bentley,s.xviii in.,Bpc,
Ar. Eq. 881,τηλικουτονί,τηλικοῦτον,Valckenaer,1757,Laur. 31.13 (X),
Ar. Eq. 895,τοῦ,τὸν,Bentley,s.xviii in.,Paris. gr. 2712 (A),
Ar. Eq. 981,γένοιθ',’γένεθ',Scaliger,n.d.,schol. Γ,
Ar. Eq. 1017,ἐκέλευσ',ἐκελευ',Frederick H. M. Blaydes,1882,P.Oxy. XI 1373,
Ar. Eq. 1046,-ροῦν,σιδήρου,Bergk,n.d.,P.Bingen 18,ac
Ar. Eq. 1058,φράσαι/φράζευ,φρασ]σαι,Brunck,1783,P.Oxy. XI 1373,
Ar. Eq. 1070,ἑκάστοτε,ἑκάστοθ᾽ ἃς,Frederick H. M. Blaydes,1882,P.Oxy. XXXI 2545,
Ar. Eq. 1158,φράσεις,-ῃς,Porson,n.d.,VΓ,
Ar. Lys. 81,om.,τὼ,Reisig,n.d.,schol. R et Mu2,
Ar. Lys. 106,πορπατιϲ-,πορπακιϲάμενοϲ,Ludolf Küster,1710,schol. O,lm.
Ar. Lys. 126,μοι μυᾶτε,μοιμυᾶτε,L. Dindorf,n.d.,schol. O,lm.
Ar. Lys. 180,τάδε,τᾷδε,Bentley,s.xviii in.,P.Bodl. Gr. class. e. 87,
Ar. Lys. 427,ἀλλ’,ἄλλ’,Valckenaer,1757,MS (Brunck 1781),
Ar. Lys. 476,τοῖσι(ν),τοῖς,Bentley,s.xviii in.,Paris. gr. 2715 (B),
Ar. Lys. arg. 1.15,-πληγεὶς,καταπλαγεὶς,Ludolf Küster,1710,Oxon. Barocc. 38B (O),
Ar. Nub. 137,ἐξευρ-,ἐξηυρημένην,Porson,n.d.,Paris. gr. 2712 (A),
Ar. Nub. 185,δοκοῦϲιν ἐ.,δοκοῦϲ᾽ ἐοικέναι,Bentley,1708,Neap. II F 22 (Np1),per litt.
Ar. Nub. 366,ἡμῖν,ὑμῖν,Charles Daubuz,1710,Eac Ψ,
Ar. Nub. 451,ματιολ-,ματτυολοιχός,Bentley,1708,Harl. 5725 (Ln5),
Ar. Nub. 507,μελιττοῦταν,μελιτοῦτταν,Valckenaer,s.xviii ex.,Laur. Conv. Soppr. 140,
Ar. Nub. 533,ὑμῖν,ὑμῶν,Hermann Sauppe,n.d.,Marc. gr. 473 (V3),s.l.
Ar. Nub. 538,σκύτινον,σκυτίον,P. P. Dobree,s.xviii/xix,XLn5,
Ar. Nub. 615,ὑμᾶς κοὐκ,ὑμᾶς δ᾽ οὐκ,Bentley,1708,Lpc,
Ar. Nub. 862,πειθ-,πιθόμενος,Bentley,1708,Θpc,
Ar. Nub. 872,κρέμαιό γ᾽,κρέμαι᾽,Bentley,1708,Matrit. 4683 (Md1),
Ar. Nub. 933,-βάλλεις,ἐπιβάλλῃς,Brunck,1783,recc.,
Ar. Nub. 1379,γ᾽ ἄν/γὰρ,γε,Dindorf,n.d.,P.Stras. inv. 621,
Ar. Pax 83,-ρῶς,σοβαρὸς,Cobet,n.d.,Rhet. lex. τότ Naoumides,lm.
Ar. Pax 475,Ἀ-,Ἁργεῖοι,Dindorf,n.d.,Marc. gr. 474 (V),
Ar. Pax 715,σ. β.,βουλὴ σὺ,Bentley,s.xviii in.,schol.,
Ar. Pax 758,om.,alterum δ',Bentley,s.xviii in.,PSI VI 720,
Ar. Pax 1013,ἀποχειρωθείς,ἀποχηρωθείς,Valckenaer,1757,Marc. gr. 474 (V),
Ar. Pax 1152,καὶ κυδοιδόπα/-τα,κἀκυδοιδόπα,Musurus,n.d.,L2,
Ar. Plut. 4,ταῦτα,ταὐτὰ,Thomas Magister,n.d.,P.Oxy. XIII 1617,
Ar. Plut. 179 schol.,ανόητον,ὄνον τὸν,Bentley,1708,Estensis α.U.5.10 (E),per litt.
Ar. Plut. 374,οὖν,ἂν,Ludolf Küster,1710,Vbg1 (Invernizi),
Ar. Plut. 411,-κλινεῖν,κατακλίνειν,Angelo Canini,n.d.,Bodl. Holkh. Gr. 88 (L),v.l.
Ar. Plut. 485,ἢ τί γὰρ/εἴ τι γὰρ/ἢ τί γ᾽ ἂν,τί γὰρ,Porson,n.d.,Ambros. C 222 inf. (K),
Ar. Plut. 499,ἐ. σ. τ. μ.,τούτου μάρτυς ἐγώ σοι,Hall-Geldart,1906–7,P.Ant. l1I 180,
Ar. Plut. 504,-ῶσι,πεινῶσιν,Ludolf Küster,1710,Bodl. Holkh. Gr. 88 (L),
Ar. Plut. 1018,παγκάλας,παγκάλους,Valckenaer,1757,Mpc et L,
Ar. Plut. 1037,τυγχάνει,τυγχάνοι,Valckenaer,1757,Marc. gr. 474 (V),
Ar. Plut. 1116,ἐπιθύει,ἔτι θύει,Valckenaer,1757,Marc. gr. 474 (V),
Ar. Ran. 50,τρισ-,τρεῖς,Meineke,,Marc. gr. 475 (G),
Ar. Ran. 77,om.,γ᾽,Bentley,s.xviii in.,Marc. gr. 475,teste Peppink ad Mnem. N.S. 60 (1933) 382
Ar. Ran. 239,Libero,choro trib.,Reisig,n.d.,Reg. gr. 147 (Vs1),
Ar. Ran. 252,γ᾽ ἄρα/γὰρ,γ᾽ αρ[,Elmsley,n.d.,BKT V/II 18,
Ar. Ran. 269,τῷ κωπίῳ,τὼ κωπίω,Valckenaer,1757,Matrit. 4683,
Ar. Ran. 673,ποιῆσαι,νοῆσαι,Valckenaer,1757,Marc. gr. 474 (V),
Ar. Ran. 690,ἐγγενέσθαι,ἐκγένεσθαι,Valckenaer,1757,Md1 et U et Vs1,ἐκγενέσθαι MSS
Ar. Ran. 743,οἴμωζε,ᾤμωζε,Valckenaer,1757,Neap. II F 22 (Np1),
Ar. Ran. 826,δὴ,δὲ,Richards,n.d.,Paris. gr. 2712 (A),
Ar. Ran. 870,σοι,σοὶ,Fritzsche,n.d.,Marc. gr. 474 (V),
Ar. Ran. 993,(δὲ) δὴ,δὲ,Bentley,s.xviii in.,Rac,
Ar. Ran. 1046,᾽πικαθοῖτο/γ᾽ ἐπικαθῆτο,᾽πικαθῆτο,Bentley,s.xviii in.,Vs1 s.l. et Par 20 pc,
Ar. Ran. 1052,τοιοῦτον,τοῦτον,Charles Daubuz,1710,Urb. gr. 141 (U),
Ar. Ran. 1063,ἀμπίσχ-,ἀμπισχών,Dindorf,n.d.,Brux. 4280–3 (Br1),Fritzsche?
Ar. Ran. 1064,τί,τι,Bentley,s.xviii in.,Urb. gr. 141 (U),
Ar. Ran. 1438,αἴροιεν αὖραι,αὔραις,Sommerstein,n.d.,Mpc,
Ar. Ran. 1496,-σι,σεμνοῖσιν,Brunck,1783,Bodl. Holkh. Gr. 88 (L),
Ar. Thesm. 285,τὸ πόπανον,τὰ πόπαν',Porson,n.d.,PSI XI 1194,
Ar. Thesm. 287,Φερσέ-,Φερρέφαττα,Thiersch,n.d.,PSI XI 1194,
Ar. Thesm. 745,τυν-,τυννοῦτον et -το,Brunck,1783,P.Oxy. LVI 3839,
Ar. Thesm. 745,Μι. μικρὸν νὴ Δία,μικρὸν νὴ Δία,Fritzche,n.d.,P.Oxy. LVI 3839,
Ar. Thesm. 746,-εν,γέγονε,Brunck,1783,P.Oxy. LVI 3839,
Ar. Thesm. 754,μοι τὸ,τὸ,Lobeck,1809,P.Oxy. LVI 3839,ad Ajax 1066
Ar. Thesm. 1185,-ύλῃ,γογγυλί,Enger,n.d.,P.Oxy. LVI 3840,
Ar. Vesp. 239,-ψαμ-,ἥψομεν,Brunck,1783,Rav. 429 (R),
Ar. Vesp. 384,τα vel τὰ,ἔσται,Bentley,s.xviii in.,Marc. gr. 474 (V),
Ar. Vesp. 386,κλαύ-,κατακλαύσαντες,Bentley,s.xviii in.,Marc. gr. 474 (V),
Ar. Vesp. 390,-οισι,δακρύοισιν,Charles Daubuz,1710,Paris. gr. 2715 (B),
Ar. Vesp. 398,ταῖσι,ταῖσιν,Charles Daubuz,1710,Marc. gr. 475 (G),"'but the doctor (as is supposed), thinking Mr. Daubuz would outshine him in learning, and eclipse his glory, did not encourage him to publish it'"
Ar. Vesp. 399,-αν,πρύμνην,Elmsley,n.d.,Paris. gr. 2717 (C),
Ar. Vesp. 419,ὑμῶν,ἡμῶν,Florent Chrestien,s.xvi ex.,Palat. gr. 128 (Vp3),
Ar. Vesp. 526,δὲ,δὴ,Porson,n.d.,Palat. gr. 128 (Vp3),
Ar. Vesp. 558,-φυξιν,ἀπόφευξιν,Bentley,s.xviii in.,Haun. 1980 (H),
Ar. Vesp. 576,γράψομαι,γράφομαι,Brunck,1783,P.Oxy. XI 1374,
Ar. Vesp. 694,ἀνταν-,ἀντενέδωκεν,P. P. Dobree,s.xviii/xix,Haun. 1980 (H),
Ar. Vesp. 790,ἐπέθηκε,ἐνέθηκε,Bergk,n.d.,P.Oxy. XI 1374,
Ar. Vesp. 1132/5,ἀναλαβοῦ,ἀναβαλοῦ,Valckenaer,1757,B et Rpc,
Ar. Vesp. 1210,-κλίνω,κατακλινῶ,Scaliger,n.d.,Paris. gr. 2715 (B),
Ar. Vesp. 1413,-ειν,κλητεύεις,Bergler,n.d.,Paris. gr. 2715 (B),
Ar. Vesp. 1424,πράγμ-,τραύματος,Reiske,n.d.,Paris. gr. 2715 (B),
Ar. fr. 135,-ειψεν/ἡμεῖς,ἤμει,Bekker,1829,Phot. Szac,
Ar. fr. 471,καὶ τῶν βελέκκων,βελέκκων,Theodor Kock,1880,P.Oxy. XV 1801,CAF I
Arat. Phaen. 736,ἰοῦσα,ἄγουσα,Philipp Buttmann,1826,BKT V/I 7503 + 7804,
Arat. Phaen. 750,ἐμπλήσει,ἐμπλήσσει,J. H. Voß,1824,BKT V/I 7503 + 7804,
Arat. Phaen. 870,φαίνονται,φαίνωνται,J. H. Voß,1824,BKT V/I 7503 + 7804,
Archil. fr. 4.6,ἀλλά τε,ἀλλ᾽ ἄγε,Musurus,n.d.,P.Oxy. VI 854,
Arist. Cael. 292b,αὕτη,αὐτῇ,Carl Prantl,1857,Paris. gr. 1853 (E),a.c.
Arist. Po. 1447b9,om.,ἀνώνυμος,Bernays,1857–80,Σ,
Arist. Po. 1447b16,μουσι-,φυσικόν,Daniel Heinsius,1611,Σ,p. 71
Arist. Po. 1448a16,αὐτῇ δὲ τῇ,τῇ αὐτῇ δὲ,Petrus Victorius,1560,Paris. arab. 2346,
Arist. Po. 1448a34,χωνίδ-,Χιωνίδου,Francesco Robortello,1548,Σ,
Arist. Po. 1453b34,τὸν μ.,τὸ μέλλοντα,Theodorus Rentius,1569,Σ,
Arist. Po. 1454b1,μύθου,ἤθους,Friedrich Ueberweg,1869,Σ,
Arist. Po. 1455a4,χλοη-,χοηφόροις,Petrus Victorius,1560,BΣ,
Arist. Po. 1455b17,om.,οὐ,Bonaventura Vulcanius,1792,Σ,apud Burgess
Arist. Po. 1456a28,τὰ διδόμενα,τὰ ᾀδόμενα,Vincenzo Maggi,1550,Σ,
Arist. Po. 1456a34,ἢ,καὶ,Hermann,1802,Σ,
Arist. Po. 1456b8,φανοῖτο,φαίνοιτο,Charles Bigg,1883,Ricc. 46 (B),Journ. of Phil. ('See Goodwin §26')
Arist. Po. 1456b21,ὄ. ῥ. ἄ.,ἄρθρον ὄνομα ῥῆμα,Leonhard Spengel,1868,Σ,p. 328
Arist. Po. 1456b26,om.,τὸ,F. W. Reiz,1786,Σ,
Arist. Po. 1457a3,-ὸν,αὑτὴν,Thomas Tyrwhitt,1794,Will. of Moerb.,
Arist. Po. 1457a13,θεοδώρῳ τὸ δῶρον,θεόδωρος τὸ δωρος,Franz Ritter,1839,Σ,
Arist. Po. 1457a33,-ος,ὀνόματι,Leonhard Spengel,1868,Σ,p. 332
Arist. Po. 1457b2–3,ὑφ-,ἀφῃρημένον,Leonhard Spengel,1868,Σ,p. 332
Arist. Po. 1458a29,πυρίχαλκον,πυρὶ χαλκὸν,Francesco Robortello,1548,Σ,
Arist. Po. 1460a5,διαιρεῖσθαι,αἱρεῖσθαι,Hermann Bonitz,1862,Will. et Σ,
Arist. Po. 1460b23,ἀ.,εἰ ἀδύνατα,Johannes Vahlen,1867,Paris. gr. 2038,
Arist. Po. 1460b36,ἔτ. ὥ. ξενοφάνη,εἰ ἔτυχεν ὥσπερ Ξενοφάνει,Johannes Vahlen,1867,Ricc. 46 (B),
Arist. Po. 1461a16,τὸ δὲ,τὰ δὲ,Leonhard Spengel,1868,Σ,p. 341
Arist. Po. 1461a31,γε κατὰ,γε καὶ κατὰ,Daniel Heinsius,1611,Σ,
Arist. Po. 1461a34–5,ὡδὶ ἢ ὡς,ὡδὶ ἢ ὡδί ὡς,Johannes Vahlen,1874,Ricc. 46 (B),
Arist. Po. 1461b6–7,-λ-,κεφαλλῆνες,Thomas Tyrwhitt,1794,Paris. gr. 2038,
Arist. Po. 1461b8,διαμάρτημα,δι’ ἁμάρτημα,Vincenzo Maggi,1550,Will. et Σ,
Arist. Po. 1461b15–16,ὑπεναντία ὡς,ὑπεναντίως,Thomas Twining,1789,Σ,
Arist. Po. 1461b21, ̓Ο. τοῦ Μ., ̓Ορέστῃ τῇ τοῦ Μενελάου,Johannes Vahlen,1874,Σ,
Arist. Po. 1462a3,om.,οἳ,Petrus Victorius,1560,Σ,
Arist. Top. 121b,ἐπ' ἄ./εἰς ἄ,ὑπ' ἄλληλα,Theodor Waitz,1846,M2,p. 473; 'alterum sub altero' (Pacius)
Arist. Top. 133a,ἢ οὗ τοὔνομα,ἢ τ.,Giorgio Colli,1955,Vat. gr. 244 (W),
Arist. Top. 134b,ἔσται,ἔστι,W. D. Ross,1955,Pier. Morg. 758 (M),
Arist. Top. 148a,ἔτι εἰ τῶν ὁμοίων,ἔ. ε. ἐπὶ τῶν ὁ.,Max Wallies,1923,Marc. App.IV.5 (f),
Arist. fr. 57.12 Rose,οὔτε,ουδε,Meineke,1839–57,P.Oxy. IV 666,
Arist. fr. 842.7 Page,τ᾽ ἀθάνατον/εἰς ἀ.,ἰσαθάνατον,Wilamowitz,n.d.,BKT I 25,Did. in D. col. 6.18 seqq.
Aristarch.Trag. fr. 3,-νημα,σωφρόνισμα,Meineke,1839–57,Macar.,
Ascon. Corn. 51,quis,quiuis,Poggio,1416,Pistor. Forteg. A. 37 (S),
Ascon. Corn. 54,-eat,apparet,Nicolaus Beraldus,1520,Harl. 2568 (ψ),
Ascon. Corn. 59,regend-,redigendis,Stephanus Pighius,1615,schol. Bob. ad S. Rosc. 30,Ann. III p. 196
Ascon. Mil. 26,erat,erant,J. G. Baiter,1833,Pistor. Fabr. 319 (f),
Ascon. Mil. 28,elisi,visi,S. H. Rinkes,1861,f2,Mnem.
Ascon. Mil. 30,uic-,Aricinos,P. Manutius,1563,fp,
Ascon. Mil. 32,idque ipse ipsum,idque ipsum,Jean Loys,1536,Harl. 2568 (ψ),
Ascon. Mil. 33,-es,tale,Cobet,1862,SP1,Mnem.
Ascon. Mil. 34,clod-,Claudiis,Karl Halm,1850,Flor. Soc. Columb. 107 (a),
Ascon. Mil. 34,a c. ceteio,a C. Cethego,C. A. Jordan,1851,Pistor. Fabr. 319 (f),Jordan on Halm; suo Marte (pace Flambard)
Ascon. Mil. 34,eorum,suorum,Jean Wagener,1860,Pistor. Fabr. 319 (f),
Ascon. Mil. 37,-is,factiones,Jean Loys,1536,Leid. BPL 222 (l),m. sec.
Ascon. Mil. 42,milonis,Milonianis,Nicolaus Beraldus,1520,l2,
Ascon. Mil. 45,fuit,Rufus,J. G. Baiter,1833,l2,
Ascon. Mil. 49,repertus,repetitus,Madvig,1828,Pistor. Forteg. A. 37 (S),p. 25
Ascon. Pis. 3,Cn. Pompeius,del.,Perizonius,1834,Pistor. Forteg. A. 37 (S),apud Rau I p. 89
Ascon. Pis. 7,tulerat,sustulerat,Jean Loys,1536,l2,
Ascon. Pis. 7,ut,in,Nicolaus Beraldus,1520,l2,
Ascon. Pis. 9,t. clamiam,L. Lamiam,Jean Loys,1536,l2,
Ascon. Pis. 12,esset et in,esset in,Jean Loys,1536,l2,
Ascon. Pis. 14,eo etiam quae,eo et antiquae,P. Manutius,1563,Pistor. Fabr. 319 (f),
Ascon. tog. cand. 75,-a,Catilinam,P. Manutius,1563,Laur. Plut. 54.5 (M),
Ascon. tog. cand. 78,poculo,populo,Poggio,1416,Pistor. Forteg. A. 37 (S),
Ascon. tog. cand. 82,nam,natam,Orelli,1833,Laur. Plut. 50.4 (b),m. rec.
Ath. 3.116d,π. μνήμης ἠξιωμένης,παροιμίαν μ. -ην,Casaubon,1597,D B Q M,
Ath. 3.117c,-ῆρος,Κράτητος,Casaubon,1597,B Qmg P,
Ath. 3.118b,ὡ. α.,ὡς ὁ αὐτός,Casaubon,1597,D B Qsl M,
Ath. 3.125a,-λειπ-,Ἀπολιπούσῃ,Casaubon,1597,D B,
Ath. 4.128d,πᾶσιν,παισίν,Casaubon,1597,DBQMP,
Ath. 4.143a,λύτγι-,Λύττιοι,Cobet,,Laur. Plut. 60.01 (B),
Ath. 4.159d,τῆς ε. ... -ᾳ,τῇ εἰς ... Πραγματείαν,Casaubon,1597,B Q M,
Ath. 4.184a,Μελοποιϊ-,Μελοποιῶν,Jacques Daléchamps,1583,D B Qpc M,
Ath. 5.201f,-αί,πολλάς,Georg Kaibel,1887,D B,
Ath. 5.205e,παρὰ,π. δὲ,Casaubon,1597,Laur. Plut. 60.01 (B),
Ath. 5.208d,τριῶν τε,τ. δὲ,Johannes Schweighäuser,1801–5,Laur. Plut. 60.02 (E),a.c.
Ath. 8.359b,πάντως κρες ἡμῖν ἐστιν,π. κρέα ἡ. ἐ.,Casaubon,1597,Laur. Plut. 60.01 (B),
Ath. 9.369d,αλμ-,Δαλματίαν,Jacques Daléchamps,1583,Dmg B,
Ath. 9.371a,τοῦ ταινας,τευτλίδας,Casaubon,1597,Dsl B,
Ath. 9.375e,νοθ-,νοτοῦντι,J. C. de Pauw,1745,Marc. 447 (A),
Ath. 9.406d,ἄν τις εἴποιμι,ἄ. τι ε.,Casaubon,1597,Dpc B,
Ath. 9.408a,τὸ δειναὶ προσλελαληκέναι,τὸ δεῖνα π.,Casaubon,1597,Laur. Plut. 60.01 (B),
Ath. 11.463d,γοῦν,δ ̓ οὖν,P. P. Dobree,1833,C E,
Ath. 11.485b,τὴν δὴ,τ. δὲ,Johannes Schweighäuser,1801–5,Laur. Plut. 60.01 (B),
Ath. 11.490e,οὐρανός τε γῆ,οὐρανοστεγῆ,Benjamin Heath,1798,Marc. 447 (A),apud Schweighäuser
Ath. 11.498a,κάλλ-,σκαλλίον,Casaubon,1597,Laur. Plut. 60.01 (B),σκάλλιον B
Ath. 11.499c,Δ. ἐ.,Δίφιλος δὲ ἐν,Georg Kaibel,1890,Laur. Plut. 60.01 (B),
Ath. 11.506a,-ων,ἐπιγραφομένῳ,Casaubon,1597,Laur. Plut. 60.01 (B),
Ath. 11.508f,ἐπ-,ἀπεσφάγη,Nauck,,C E,
Ath. 12.526d,εἶ; τίς/ἢ τίς,ἤ τις,Meineke,1858,Laur. Plut. 60.01 (B),
Ath. 12.532c,-λιπ-,κατέλειπε(ν),Cobet,1873,C E,
Ath. 13.568f,Φιλιππίδου,Φιλίππου,Meineke,1859,Laur. Plut. 60.01 (B),
Ath. 13.574a,ἀρξάμενος θ ̓ οὕτως,ἀ. δ ̓ ο.,Georg Kaibel,1890,Laur. Plut. 60.01 (B),
Ath. 13.594e,εὐφ-,συμφωνίαις,Casaubon,1597,Laur. Plut. 60.01 (B),
Ath. 14.623a,τέλος μέρος,τέλος,Meineke,1859,C E,
Ath. 14.633b,καιγ-,καταγηρασάντων,Casaubon,1597,Laur. Plut. 60.01 (B),
Ath. 14.634a,κ. τε,καλεῖσθαι δὲ,Georg Kaibel,1890,C E B,
Ath. 14.657b,τὰς β.,τοὺς βοῦς,Casaubon,1597,Laur. Plut. 60.01 (B),
Ath. 15.694d,ἔτικτε τέκνα Λατώ,ἔ. παῖδα Λ.,Hermann,1816,CE,p. 694
Ath. Epit. 6.253e,ὥσπερ,ὥσπερ εἰ,Jonathan Toup,1790,Laur. Plut. 60.02 (E),
Ath. Epit. 7.280e,ἀλλήλους,-οις,Grotius,1626,Laur. Plut. 60.02 (E),
Ath. Epit. 14.655e,τοῦ μέλανος ἔχοντος,τ. μ. -ες,Wilamowitz,,Laur. Plut. 60.02 (E),
Auson. 14.21.4,-is,quieta,Ribbeck,1868,Brux. 5330–2,
Auson. 27.19a.12,-ae,gratiarum,Nicolaus Heinsius,1886,Flor. Bibl. Nat. Conv. Soppr. J. VI. 29 (M),apud Peiper (Leid. 758. F. 11)
Avian. fab. 6.1,olim-,limoque,I. N. Neveletus,1610,W1,"p. 661 ('quod si tibi placet, mihi etiam nunc placet')"
Avian. fab. 10.5,-stant,praeflant,Ellis,1887,Paris. lat. 13026 (P),
Avian. fab. 10.10,-tulit,dispulit,Lachmann,1845,Trev. 1093 (T),
Avian. fab. 11.6,hab-,agebat,Hendrik Cannegieter,1731,Guelf. Gud. 288 (Wt),
Avian. fab. 20.14,casi-,cassibus,Wilhelm Fröhner,1862,Guelf. Gud. 288 (Wt),
Avian. fab. 22.10,damn-,dona,Lachmann,1845,T1,
Avian. fab. 29.7,aspiciens,aspexit,Hendrik Cannegieter,1731,Galean. O. 3.57 (G),
Avian. fab. 32.5,rec-,victor,Hendrik Cannegieter,1731,Harl. 4967 (B),
Avian. fab. 36.12,prope,popae,Hendrik Cannegieter,1731,KL,
Avian. fab. 39.15,-us,ausis,Thomas Wopkens,1736,Harl. 4967 (B),
Avian. fab. 44.9,pigra nimis,pigranimis,Caspar von Barth,1624,CKT1V,
BGU 1074,Οὐήρῳ,Σευήρῳ,Viereck,n.d.,P.Oxy. XXVII 2476,
Bacchyl. 17.53,μ[ε κουρ]α,με νυμ[φα,H. Jurenka,1898,P.Oxy. VIII 1091,
Bacchyl. 17.62,βαθείας, ἐκ βαθείας,Blass,1898,P.Oxy. VIII 1091,
Bacchyl. fr. 20B.11,αὐτὴ/αὐτὰς,αὐτίκα,Georg Kaibel,s.xix ex.,P.Oxy. XI 1361,αυτ̣ικ̣[.]
Bell. Alex. 33.2,-i(s),regum,Robert Estienne,1544,Laur. Ashburn. 33 (S),
Caes. Gall. 5.30.2,"hi sapient, si","hi si sapient, si",Madvig,1873,Vindob. 95 (V),
Caes. civ. 5.30.2,in sorte,in Syria,Robert Estienne,1544,Laur. Plut. 68.8 (W),m. sec.
Call. Ap. 2,οἷο δ',οἷον,Valckenaer,1799,P.Oxy. XX 2258,
Call. Ap. 7,μακράν,-ρην,Meineke,1861,P.Oxy. ined. A fr. 2 recto,
Call. Ap. 8 schol. Ψ,-ρευομ-,καθιερωμένων,Meineke,1861,Ambros. 734 (e),
Call. Ap. 10,ἴδη,ἴδεν,C. J. Blomfield,1815,P.Oxy. XX 2258,]δεν
Call. Cer. 86,om. vel ἀμέλγει,ἀμιθρεῖ,David Ruhnken,1761,P.Oxy. XIX 2226,
Call. Cer. 86,om. vel ἀμέλγει,ἀμιθρεῖ,Valckenaer,1799,P.Oxy. XIX 2226,
Call. Cer. 93,ἶνες,ρινος,Valckenaer,1799,P.Oxy. XIX 2226,
Call. Cer. 106,ἤδη,οὐδὲν,Bergk,s.xix med.,P.Oxy. XIX 2226,
Call. Del. 25,ὑπαὶ ῥιπῆς,ὑπ]ὸ ῥιπαῖς,C. J. Blomfield,1815,P.Oxy. XIX 2225,
Call. Del. 158,ὑπ᾽ ὀμ-,ὑφ᾽ ὁμοκλῆς,Janus Lascaris,1496,P.Oxy. XIX 2225,υφομ[
Call. Del. 159,πανσυ-,πασσυδίῃ,Janus Lascaris,1496,P.Oxy. XIX 2225,
Call. Del. 179,καρπόν,καπνόν,Reiske,1757–66,P.Oxy. XIX 2225,
Call. Dian. 16,-μάδας,ἐνδρομίδας,Janus Lascaris,1496,Et.Gen.,
Call. Dian. 29,ὅτι,ὅτε,Janus Lascaris,1496,P.Mil.Vogl. II 42,
Call. Dian. 61,μοχθίσσειαν,μυχ-,Meineke,1861,P.Ant. I 20,lemma
